NAME,Revenue_2015 ,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,Revenue_2020(To predict)
IHNS,,,"430,544","680,815","498,981",,,15,,
CTBF,"754,715","661,669","820,093","704,484","497,849",,,21,,
GYOD,"267,623","306,819","317,130","241,000","495,619",,,,8,
HLOE,"81,350","139,088","332,299","441,078","495,250",,,11,,
HTLV,"3,044,000","2,017,000","947,336","956,000","495,000",,,9,,
SCKQ,"561,040","250,739","74,483","145,221","487,729",,,13,,
AXKH,"154,953","157,278","332,246","777,962","492,115",,,18,,
VORR,"81,659","112,068","224,623","387,335","491,913",,,13,,
QSBQ,"366,000","490,000","395,000","482,442",,,,,11,
YJQP,"302,847","589,199","511,092","482,216",,,,9,,
MRGC,,,"138,380","353,295","484,983",,,,17,
ICYC,,"238,084","390,639","481,424",,,,,17,
KMSX,,,"6,200","133,013","490,485",,,24,,
QZPZ,"391,000","513,000","783,000","736,008","490,000",,,,12,
QRSQ,,,,"70,796","489,526",,39,64,79,
PIUV,,,"30,570","292,662","489,078",,,,29,
PRUT,,,"228,000","431,000","489,000",,,1,,
RLYW,"409,715","409,037","550,507","478,841",,,,13,,
HZLX,,,"456,407",,,,,,17,
BNLF,"29,308","69,192","161,129","208,569","487,071",,,10,16,
TYVB,"670,823","676,555","533,656","432,843","495,412",,,6,,
YVLM,,,"424,898","527,543","484,725",,64,73,59,
JRER,,,"511,602","435,090","484,022",,,2,,
SLEW,,,"33,414","222,511","482,894",,,11,,
KGEY,,"65,000","218,000","202,000","482,253",,,,14,
XDJY,,,"522,141","580,042","482,147",,,4,,
FDQS,,,"81,435","193,967","481,912",,,,19,
QZUL,,"141,419","1,012,921","625,310","481,705",,,,17,
JTOU,,"6,040","111,285","472,323",,,29,37,43,
BTQB,,"70,428","166,120","286,402","481,115",,,30,,
FWMC,"403,368","212,400","176,791","264,367","480,430",,,22,,
UWDD,"601,401",,"1,236,687","1,277,384","480,243",,,9,,
DSFM,,,"241,029","9,231,490","479,856",,,3,,
GRUO,,,"448,773",,,,95,163,263,
LJYQ,,,"613,432","757,282","478,129",,,5,,
TDED,"3,546,000","2,997,000","1,891,000","529,000","478,000",,,23,,
BNBG,"237,182","963,655","668,969","303,565","486,002",,,5,,
XABZ,"352,000","413,000","195,000","646,118","477,000",,,9,,
ELPW,,,"352,565","327,305","476,756",43,53,56,53,
PGQY,"33,000","275,000","932,000","1,527,000","476,000",,,,9,
EGYU,"180,780","309,694","275,476","787,065","484,342",,,,6,
NOGG,,,,,"475,352",,,,14,
HMWT,,,"379,658","167,214","474,482",,35,70,77,
AGYK,,,"900,453","951,383","472,014",,,124,,
JUOJ,,,"5,994","177,184","471,626",,11,14,30,
ZMBV,"1,236,194","1,145,778","993,006","1,004,597","471,530",,,,10,
QNFN,"104,000","35,000","92,000","461,000",,,,,5,
VRSG,,"131,557","299,117","460,257",,,,11,,
SYQX,"508,894","278,335","402,166","408,554","468,623",,,9,,
WZIH,,,"841,012","330,729","468,530",,,10,,
IAKI,"302,193","874,958","693,834",,"468,180",,,3,,
RLBG,,"33,213","178,482","176,391","468,087",,,12,,
GXCI,"443,000","363,000","363,000","497,000","468,000",,,,11,
FUWG,,,"382,693","458,528",,,,,29,
SPDR,"386,379","432,878","586,091","680,859","467,146",,,,19,
HATA,"386,379","432,878","586,091","680,859","467,146",,,,19,
ZLEE,,"607,173","1,008,776","1,076,432","470,440",,29,34,35,
AWIO,,,"437,157",,,,,18,,
ZLMI,,,"437,157",,,,,18,,
KCWD,"224,767","348,646","372,738","397,403","466,021",,,3,,
YXVP,"294,000","506,000","601,000","457,000",,,,,19,
OYET,,,,"103,430","465,768",,,8,,
LXTT,"101,885","36,462","421,017","963,953","465,499",,,,11,
DLBV,"57,371","121,284","228,097","284,211","464,887",,,14,,
QFFU,,,"434,324",,,,,,12,
JDCX,"4,550","206,523","235,156","322,637","462,703",,,17,,
AWQS,,,"91,112","452,846",,,,,19,
LPWA,"195,658","200,472","168,938","316,728","461,384",,,40,40,
OKYM,"52,560","69,197","329,749","442,230","461,384",,,,5,
VXFP,,"5,234","153,903","308,732","460,139",,,17,,
KHXI,,,719,"53,660","459,411",,,,4,
UKWR,"3,887","1,427","3,269","449,216",,,,4,,
OCKC,,,"469,001",,,,,,6,
RLIQ,,"7,537",,"153,586","456,023",,25,31,36,
RLFF,"147,016","29,102","309,737","579,628","455,258",,,,18,
MWXJ,"340,346","915,761","784,872","544,358","454,751",,,6,,
HIWS,"1,189,823","849,059","1,042,746","328,762","453,723",,,22,,
RJKD,"305,127","509,348","499,153","257,167","453,628",,,7,,
IXTN,"19,993","198,588","212,620","325,699","453,247",,,8,,
DHYN,,,"179,744","267,455","452,546",,,10,,
AMZE,,"82,482","454,474","359,120","452,142",,,4,,
RAIM,"108,320","157,199","327,442","443,590",,,,27,26,
CPAG,"381,631","476,631","363,882","223,211","451,333",,,9,,
NCXO,,,283,"32,641","451,266",,,,22,
TDOP,"1,000","42,000","75,000","320,000","450,000",,,,15,
HMWT,"1,000","42,000","75,000","320,000","450,000",,,,15,
KZXI,"64,000","152,000","427,000",,,,,,4,
VYKL,,,,"438,329",,,,,17,
SZKG,"1,523","78,304","198,398","438,134",,,,,8,
GNNM,"10,120","37,791","361,038","502,981","446,451",,,,12,
XCDB,"401,149","376,055","428,266","419,912","446,090",,,8,,
PQOL,"26,728","784,795","926,832","664,942","451,314",,,,17,
VQRF,"226,990","254,230","392,142","643,271","443,126",,,19,,
QDBJ,,"102,801","121,294","201,466","442,909",,,,20,
YRIN,"946,158","1,321,465","885,589","684,801","442,085",,,16,,
WBQT,"88,000","351,000","321,000","210,000","442,000",,,,16,
YNZZ,,"8,999","138,775","278,820","440,249",,,15,,
VNTI, -   ,,,,"440,000",,,,10,
HOKV,"691,000","856,000","720,000","364,000","439,000",,,,4,
WAUE,"114,478","234,704","384,809","430,625",,,,4,,
LIPP,"382,937","702,227","403,805","315,168","438,698",,,1,,
INMD,,"133,000","156,000","598,000","452,000",,,9,,
XIUW,"222,823","238,858","210,369","198,551","438,084",,,7,,
SHBQ,"54,656","72,000","189,000","380,000","449,000",,,11,,
LUSZ,,,"333,695","424,336",,,,8,,
DQJR,,,"66,345","292,925","435,971",,,,22,
NGSX,"120,800","202,976","247,452","375,223","434,724",,,20,,
OYFU,"164,346",,"150,175","189,786","434,331",,,,12,
KKIA,"120,365","359,594","347,796","425,651",,,,,5,
GLGU,,"100,393","190,982","250,028","432,093",,,9,,
FUOZ,"896,236","1,642,685","789,146","594,237","432,027",,,9,,
PPMW,"106,317","201,414","219,020","279,672","431,997",,,,22,
YJGY,,"36,221","5,486","359,732","431,231",,,1,,
VDXB,,,"411,672","422,331",,,,7,,
BILD,"341,839","460,600","233,128","439,933","429,404",,,,2,
SNXZ,"112,547","155,264","197,360","408,376","428,940",,,9,,
QEBR,"12,547","46,685","167,298","221,403","428,762",,,8,,
HARG,"5,000","49,000","228,000","211,000","428,000",,,,7,
TMUN,"122,869","319,337","313,985","418,062",,,,,17,
SMUG,"198,161","387,902","513,121","481,622","426,394",,,16,,
TASC,"165,053",,"391,126","341,010","426,361",,,7,,
JFCE,,,"295,754","470,222","426,070",,,8,,
QTUB,,,"398,996",,,,,16,,
NAZU,"37,216","29,417","158,271","142,957","425,201",,94,96,103,
PLLW,"37,216","29,417","158,271","142,957","425,201",,,108,109,
AETF,"87,818","239,938","159,389","189,959","425,201",,,8,,
EKYA,,"106,465","177,065","169,188","424,818",,,11,,
DPGX,"37,100","91,604","182,032","415,276",,,,9,,
KHHI,,"531,067","479,792","543,743","423,190",,,,14,
FNFB,"271,120","1,987,126","1,248,000","784,000","423,000",,34,30,31,
IPSC,,,"674,471","627,663","422,611",,,16,,
LBIY,,,,,"422,550",,,,5,
IPVC,"17,767","129,506","178,289","414,189",,,,20,,
PFBG,,,890,"202,922","421,396",,,11,,
SXCQ,,"129,221","258,542","1,368","421,064",,,,14,
MYJW,,,"394,240",,,,,5,,
UFDG,,,"186,000","390,000","420,000",,,12,,
IYTH,,,"180,787","237,000","419,250",,,,8,
TBRF,"150,280","361,163","602,102","682,409","418,404",,,17,,
GUCJ,"224,000","347,000","340,000","270,000","418,000",,,5,,
CANP,"31,734,267","6,147,526","5,794,480","2,635,532","417,447",,61,65,68,
JTHA,,"315,097","461,279","452,925","417,240",,,5,,
VPUI,"16,323","173,673","518,395","432,186","416,777",,,56,63,
NZOJ,,"109,608","283,101","550,054","416,616",,,11,,
TRQW,,,"389,370",,,,,,9,
LKXU,,,102,"434,470","415,575",,,7,,
LEQG,"15,844","133,805","314,114","688,454","415,437",,,,9,
YKWZ,,,"123,494","415,179",,,13,28,30,
ITRM,"49,665","45,742","389,513","406,361",,,,7,,
TNIK,"556,790","623,039","766,252","1,410,755","414,000",,,14,,
LXEJ,,,"648,000","254,000","413,000",,,,1,
YGAL,"196,000",,"191,296","290,000","412,000",,,,8,
FXVJ,"8,262","48,871","384,563",,,,,7,,
UPXM,,"1,512","92,701","402,309",,,,19,,
FTWO,,"88,000","135,300","148,010","409,111",,,,14,
LTXP,"156,563","202,742","270,416","401,302",,,,7,,
EVAR,"159,000","1,000",,"10,000","409,000",,,,5,
FAZI,"23,179","21,879","165,890","205,854","408,736",,,12,,
NZZA,,"384,000","459,000","401,000",,,,,21,
ABIY,"403,101","442,793","591,305","553,501","408,029",,,14,,
KUVZ,"147,886","263,178","444,541","892,358","407,396",,,10,,
ZTEU,"21,791","265,555","381,236",,,39,46,47,47,
SVPS,,"2,497","116,643","399,084",,,,5,,
XTTP,,,"252,927","250,415","405,031",,,,3,
WGGO,,,"469,000","471,000","405,000",,,,9,
XFSQ,"35,905","146,320","203,336","370,493","404,899",,,3,,
LLHF,"2,746,000","1,959,000","1,349,000","1,261,000","403,000",,,,4,
MBUW,,"2,581,399","2,218,191","4,836,983","402,863",,,,21,
FIIR,"45,384","211,577","341,856","388,405","402,776",,,18,,
ITXH,,,"1,916,000","1,112,000","402,000",,,,18,
EISV,,,"113,290","277,826","401,984",,,5,,
BSFD,,,"376,504",,,,,,17,
RIRM,"1,044,923","1,508,464","900,016","727,158","401,749",,,6,,
CNKS,"37,108","5,548", -   ,"367,241","401,270",,,19,,
RGIS,"1,958","102,885","276,228","372,697","400,857",,,4,,
IFOW,,,"50,793","51,683","400,696",,,,11,
KRNF,,"9,212","44,292","40,859","399,930",,,,7,
IPAL,,,"307,775","352,160","398,000",,25,25,30,
QYSL,"348,876","377,180","492,185","511,953","397,154",,,7,,
SPVV,"2,000","96,769","197,635","317,000","397,000",,,,18,
VPPL,"609,174","500,290","375,869","1,033,072","396,484",,,,3,
OCHE,"609,174","500,290","375,869","1,033,072","396,484",,,4,,
JCVE,"43,207","100,558","167,236","395,000","395,867",,,,9,
SRBJ,,"178,542","300,403","427,816","395,243",,,9,,
ONFD,"585,000","695,000","649,000","549,000","395,000",,,14,,
VBNQ,,"92,751","247,566","503,174","404,564",,,6,,
MFAD,"328,222","313,933","469,447","241,123","394,484",,,19,,
ITHC,,"22,798","341,694","390,410","393,736",,,,11,
ZWWC,"86,746","151,783","93,031","88,359","393,469",,,8,,
EAYY,,"11,779","179,093","324,688","393,888",,,,2,
DNHE,,"65,248","251,091","385,824",,,,28,,
HINY,"472,000","508,000","514,000","504,000","393,000",,,,7,
JTIH,,,72,"426,896","392,969",,,4,,
PURO,"30,578","27,113","398,320","398,836","392,559",,,7,,
SCHW,,"282,761","309,229","385,023",,,,14,,
DYPB,"45,207",,"76,644","298,268","391,671",,,8,7,
IITZ,,,"257,717","278,522","390,968",,,13,,
HZAT,"1,158,666","900,486","542,978","382,823",,,,31,,
NPOJ,"17,446","196,842","47,039","239,789","390,114",,,1,,
FHCO,,"116,358","125,163","270,411","389,353",,,3,,
FYIW,"183,383","173,180","244,891","211,875","389,340",,,7,,
BMFX,"239,164","450,238","829,123","816,460","388,743",,,8,,
JDYU,"5,289","63,337","225,191","303,790","388,662",,45,42,39,
LEVN,"56,000","43,000","83,000","154,000","277,000",,,,11,
RMXX,"193,424","348,909","378,299","418,123","388,055",,,7,,
PAME,,"242,000","213,000","330,000","400,000",,,,8,
EGQL,"785,118","671,208","1,290,415","1,274,931","386,815",,,,16,
EQBA,"684,397","500,428","313,339","268,255","393,470",,,,5,
MBRU,,"253,780","286,219","718,490","386,280",,28,34,30,
MJZE,"1,020,455","1,112,499","1,431,575","1,418,165","386,046",,,7,,
ZEAI, -   ,,"79,000","378,000","386,000",,,,12,
BLRN,"1,131,058","1,552,637","1,944,292","348,907","385,530",,,,11,
TQEO,,"226,103","324,984","440,555","385,413",,,,7,
LGFB,"52,000","158,650","123,000","165,000","395,000",,,4,,
KDSR,"206,831","320,939","363,580","303,824","385,208",,,5,,
KTEH,"141,092","122,586","352,403","357,002","384,806",,,,8,
CMGQ,"30,667","138,639","329,231","297,114","384,552",,,22,,
SRIX,"15,658","56,722","121,587","220,153","384,201",,,,6,
EHWJ,,,"103,710",,"383,467",,,,16,
GTMN,"264,498","502,194","254,636","505,252","382,723",,,2,,
XCFK,"295,469","298,113","350,704","375,263",,,,8,,
FJUT,"32,537","734,156","771,446","241,349","381,934",,,,4,
OMDI,,"123,424","122,818","133,303","381,360",,,,29,
IJAK,"114,000","60,000","220,000","374,000",,,,,17,
EMQP,"49,970","424,250","402,531","372,582",,,,12,,
FAHM,,"110,197","347,422","371,994",,,,,5,
SSWD,,,"5,714","378,578",,,,,18,
RGKW,"329,614","404,191","428,475","423,742","432,628",,,23,,
RPWX,"36,387","4,243,514","1,774,280","360,300","377,555",107,110,120,113,
NDYT,"990,914","1,020,679","640,095","537,111","377,148",,,,10,
MZCF,"8,832","7,610","8,975","247,863","376,236",,,,24,
NGFC,,,"83,351","225,559","375,732",,,,12,
ESPE,,,"351,789",,,,,16,,
QQRJ,,"85,504","62,989","241,329","375,476",,20,24,39,
HFIB,"500,000",,"161,000","329,000","375,000",,,,11,
NKKX,"168,153","229,827","267,672","271,551","381,569",,,,3,
OKVZ,"39,937","257,839","489,443","327,845","374,755",,,,13,
LTBT,"229,408","343,691","380,712","382,760","369,204",,,,24,
KRVL,"455,115","365,000","555,000","349,000","374,000",,,3,,
LHEZ, -   ,"18,000","343,000","520,000","374,000",,,,6,
PSJH,,,"349,248",,,,,,8,
LYFW,"47,437","105,011","189,889","294,510","372,549",,,9,,
QHAN,"310,681","381,263","412,440","479,675","371,883",,,8,,
MOOJ,"215,338","248,076","333,766","571,748","371,718",,,,16,
NOXD,,,"218,504","363,578",,,,15,,
WNDO,"166,476","250,250","309,172","345,485","370,176",,,,8,
WKMB,"21,883","43,685","346,131",,,,,18,,
NLDD,"159,520","241,537","306,863","362,450",,,,14,,
AYNT,"406,000","407,000","281,000","386,000","381,000",,,,6,
UWUM,,,,"361,980",,,160,243,315,
EDYD,,,"156,651","233,900","368,747",,,8,8,
JXZI,"121,604","181,275","217,433","361,697",,,,10,,
PKJD,,"207,029","300,914","361,514",,,,3,,
DOJA,,,"52,456","368,171","368,406",,,1,,
GUNV,"100,082","119,083","121,880","325,252","368,374",,,,2,
RHYJ,,"220,000","265,136","282,000","368,192",,,5,,
QEBG,"118,125","191,211","344,866",,,,,9,,
NVFF,"612,329","572,523","411,628","363,145","368,150",,,5,,
ATIF,,"7,522","296,741","205,301","366,982",,,6,,
BNEE,"274,564",,"343,663",,,,,16,,
ZHIR,"80,655","165,659","374,428","377,702","366,183",,,3,,
JYWT,"1,188,805","796,000","435,000","395,262","366,000",,,,8,
NTKX,"272,920","292,071","254,067","359,049",,,,,2,
XYMH,,,"16,573","33,785,919","365,446",,,22,,
XXRS,,,"140,944",,"363,003",,,16,,
EMGD,"371,274",,"449,340","361,815","361,883",185,179,178,,
KDWF,"213,492","200,660","318,071","400,558","360,242",56,52,50,51,
JUFA,,,"298,537",,"360,237",,,,12,
YQEM,"171,000","156,000","189,000","481,000","360,000",,,,17,
JBJS,"171,000","156,000","189,000","481,000","360,000",,,4,,
XKDF,"550,490","727,743","1,112,303","434,857","359,559",,,9,,
UNUB,"257,131","248,041","250,759","463,985","359,291",,,,4,
HRHW,"498,000","177,000","358,000","342,000","359,000",,,,2,
JESD,,"8,538","119,836","351,966",,,,,25,
PEUN,,"86,655","207,060","167,123","357,535",,,4,,
JOIH, -   , -   , -   , -   ,"357,413",,,19,,
NBMY,"17,354","48,116","209,012","350,090",,,,,6,
TTBX,"378,699","406,041","378,884","164,950","356,228",,,6,,
ZZWO,,"40,000","118,000","138,000","365,000",,,,7,
WGKY,,,"43,371","142,128","355,871",,63,77,79,
JUZP,"115,434","119,803","101,351","172,459","355,545",,,3,,
BHEU,,,"112,232","175,059","267,513",,,,6,
ZYPY,"22,134","116,411","143,819","251,348","355,198",,,10,,
MTLF,"110,000","151,000","218,000","257,000","354,000",,,,5,
YQCH,"416,000","279,000","309,000","468,000","362,000",,,,5,
PDNQ,"242,712","234,969","223,221","282,431","353,690",,,,5,
PFRB,"124,973","79,232","155,197","160,343","351,768",,,3,,
UADM,"442,896","426,314","442,338","483,617","351,697",,,12,,
TBBB,,"1,179,031","328,908",,,,,21,,
ZULM,,,"61,373","89,560","350,770",,,11,,
SVYZ,,,"338,089",,,,,8,,
KOOV,"126,389","81,743","123,870","593,232","350,035",,,1,,
GHMB,"68,398","180,541","238,563","247,352","356,199",,,6,,
EQCI,,,"134,097","190,455","349,893",,,12,,
ULYP,"385,454","309,023","342,761","455,143","349,422",,,5,,
SDID,"19,070","15,191","85,901","327,382","349,185",,,,18,
ZMAZ,"45,923","151,395","318,904","357,712","348,688",,,5,5,
FIHE,"272,267","1,466","9,651","240,471","347,857",,,,15,
RWFQ,,"20,832","255,286","430,820","345,655",,,,12,
HNFW,,"273,658","325,656","383,022","345,232",,,,3,
QTIJ,"-2,690","252,073","822,174","964,806","344,414",,21,29,30,
KJRR,"25,000","117,638","182,217","176,623","344,089",,,3,,
BNXZ,,,"176,282","257,384","343,620",,,2,,
LVTV,,,"6,227","146,579","343,620",,,,5,
LHHK,,,"127,059","197,975","343,460",,,14,,
ZFRN,,"27,000","9,269","14,483","343,028",,,12,12,
MVAC,"169,000","254,000","231,000","24,000","343,000",,,,10,
UYCI,"50,277","146,370","231,242","163,456","342,447",,,,10,
IYXT,,,"342,371","386,563","342,343",,,7,,
GYSZ,,,"45,268","120,561","342,214",,,,11,
ATHB,"192,928","214,461","252,364","298,251","340,389",,,12,,
USCN,,,,"279,644","340,000",,,,9,
BXDI,"39,610","92,646","74,564","162,362","339,720",,,10,,
MIOQ,"8,962","224,803","530,504","332,707",,,,8,,
WNDP,,"178,000","494,000","382,000","339,000",,,,6,
DJUR,"9,418","53,117","129,817","160,749","338,464",,,,16,
PAUY,,"5,029","91,534","171,451","338,178",,,7,,
UVDI,"778,606","269,983","496,147","398,153","337,901",,51,72,86,
XDIH,,"382,435","221,890","331,446",,,,23,,
YWQH,,,"269,453","305,933","337,526",,,,7,
SNJW,,"136,300","116,418","58,801","335,700",,,2,,
ATFY,,,"118,296","394,376","334,789",,,,7,
UPXG,"82,377","20,937","69,790","199,125","334,647",,,5,,
RATJ,"509,521","460,571","332,685","334,970","334,010",,,2,,
GZWM,,,"201,321","151,093","336,351",,16,26,31,
MHKM,,,"263,465","297,571","333,776",27,35,35,32,
PZSH,"205,958","208,508","312,375",,,,,16,,
LZSY,"8,367","31,495","50,643","136,483","332,980",,,4,,
XUCJ,"340,171","259,828","284,035","233,255","332,732",,,,3,
OHLX,,"80,746","61,880","164,478","332,488",,,8,,
WFCI,,,"163,828","326,143",,,70,68,66,
WJYQ,"2,763,044","2,170,973","1,875,634","590,263","332,370",,,10,,
EQKR,,76,"22,489","143,701","331,374",,,27,,
JASH,,"100,000","300,000","143,000","330,898",,,,18,
XHMV,"117,525","363,676","370,790","497,618","330,627",,,,7,
PMRD,"116,969","215,979","457,968","817,823","330,622",,,12,,
XDAD,,,"142,706","330,000","330,000",,,,12,
RUWN,"207,269","233,837","268,543","270,390","329,545",,,14,,
JKPR,,,"440,161","287,584","329,326",,,5,,
YDMU,"64,313","115,363","313,292","55,778","328,233",,,13,,
GRAV,"2,087,924","1,306,615","2,181,922","578,698","328,158",,,4,,
ROAL, -   ,,"69,054","321,586",,,,2,,
PZRS,,,"300,680","256,276","327,755",,,,2,
LRPA,,,,"320,623",,,,18,,
NWZR,"258,117","281,559","291,940","290,481","326,456",,,24,,
HTOP,,,"1,865","23,446","326,353",,,17,,
ONWA,,"259,331","250,718","254,454","326,251",,,6,,
VDAG,,,"299,000","369,000","325,000",,20,39,37,
XKUE,"422,724","485,208","323,290","304,289","324,526",,,21,,
VOYI,,,"96,045","150,760","324,400",,,12,,
DVQU,"492,672","554,681","484,405","317,761",,,,2,,
ASKH,"53,702","413,210","573,212","310,861",,,,18,,
ESOJ,"10,204","16,215","59,177","53,448","322,203",,,,4,
JNMT,"737,440",,"207,419","138,913","322,056",,,,7,
TPOA,"819,096","667,222","1,252,457","501,811","321,341",,21,25,66,
TKLS,,"19,000","126,000","-48,000","321,000",,,,6,
SOVP,,"87,883","79,069","268,030","320,804",,,2,,
XJBH,"3,764","24,514","99,712","172,429","320,651",,,12,,
ISUC,,"89,200","84,957","291,437","319,920",,,25,,
UJTV,"3,112,000","1,363,000","694,000","458,000","330,000",,,,5,
JJEH,,"440,724","640,501","603,422","319,810",,,4,,
HSUZ,"11,861","81,340","98,640","277,722","319,714",,,,9,
HISX,"430,644","508,467","286,459","312,438",,,,14,,
BJDY,"539,575","599,595","351,735","311,802",,,,16,,
YHWD,"140,915","433,907","568,156","433,348","316,852",,,23,,
IBOB,,,,,"326,808",,,,5,
KWEF,,,"311,757","1,217,830","316,374",,,6,,
